experiment_id,method,problem_id,dataset,complexity,word_count,equation_steps,requires_reasoning,runtime_seconds,memory_mb,peak_memory_mb,accuracy,efficiency_score,gpu_utilization,inference_steps,timestamp
claude_3.5_sonnet_0626,Claude-3.5-Sonnet,prob_0626,GSM8K,L3,35,3,True,2.309,258.6,298.2,0.807,0.841,0.794,6,2025-06-23T00:30:00.534851
claude_3.5_sonnet_0627,Claude-3.5-Sonnet,prob_0627,SVAMP,L1,125,3,False,1.639,261.4,298.0,0.398,0.77,0.852,5,2025-06-23T00:30:00.534854
claude_3.5_sonnet_0628,Claude-3.5-Sonnet,prob_0628,Math23K,L3,127,7,True,1.804,281.8,321.0,0.472,0.749,0.924,10,2025-06-23T00:30:00.534857
claude_3.5_sonnet_0629,Claude-3.5-Sonnet,prob_0629,GSM8K,L2,40,2,True,2.349,242.3,272.3,0.261,0.637,0.771,2,2025-06-23T00:30:00.534860
claude_3.5_sonnet_0630,Claude-3.5-Sonnet,prob_0630,SingleEq,L3,57,4,True,2.696,296.8,352.9,0.479,0.639,0.942,7,2025-06-23T00:30:00.534864
claude_3.5_sonnet_0631,Claude-3.5-Sonnet,prob_0631,GSM8K,L3,69,6,True,2.832,288.3,329.0,0.73,0.738,0.728,9,2025-06-23T00:30:00.534867
claude_3.5_sonnet_0632,Claude-3.5-Sonnet,prob_0632,Math23K,L3,131,7,True,2.5,257.2,324.4,0.679,0.773,0.886,8,2025-06-23T00:30:00.534870
claude_3.5_sonnet_0633,Claude-3.5-Sonnet,prob_0633,MATH,L1,37,1,False,1.68,245.9,298.5,0.181,0.693,0.887,2,2025-06-23T00:30:00.534875
claude_3.5_sonnet_0634,Claude-3.5-Sonnet,prob_0634,MAWPS,L2,90,5,True,3.072,256.9,328.1,0.627,0.713,0.904,7,2025-06-23T00:30:00.534878
claude_3.5_sonnet_0635,Claude-3.5-Sonnet,prob_0635,AddSub,L2,127,5,True,1.755,254.6,303.7,0.489,0.792,0.862,6,2025-06-23T00:30:00.534881
claude_3.5_sonnet_0636,Claude-3.5-Sonnet,prob_0636,GSM8K,L2,45,2,True,2.734,255.4,309.9,0.166,0.552,0.921,4,2025-06-23T00:30:00.534885
claude_3.5_sonnet_0637,Claude-3.5-Sonnet,prob_0637,AddSub,L2,108,4,True,2.348,266.5,304.7,0.545,0.724,0.706,4,2025-06-23T00:30:00.534888
claude_3.5_sonnet_0638,Claude-3.5-Sonnet,prob_0638,SVAMP,L2,141,3,True,1.533,260.0,297.2,0.523,0.844,0.745,5,2025-06-23T00:30:00.534891
claude_3.5_sonnet_0639,Claude-3.5-Sonnet,prob_0639,MAWPS,L1,122,1,False,1.671,230.5,297.2,0.419,0.81,0.797,3,2025-06-23T00:30:00.534894
claude_3.5_sonnet_0640,Claude-3.5-Sonnet,prob_0640,SVAMP,L1,141,2,False,1.437,231.4,272.7,0.367,0.84,0.888,5,2025-06-23T00:30:00.534898
claude_3.5_sonnet_0641,Claude-3.5-Sonnet,prob_0641,MATH,L3,97,6,True,2.411,253.4,303.1,0.123,0.563,0.849,7,2025-06-23T00:30:00.534901
claude_3.5_sonnet_0642,Claude-3.5-Sonnet,prob_0642,AddSub,L2,45,3,True,2.096,269.2,300.3,0.784,0.844,0.727,3,2025-06-23T00:30:00.534904
claude_3.5_sonnet_0643,Claude-3.5-Sonnet,prob_0643,SVAMP,L2,102,5,True,2.1,274.6,348.9,0.345,0.663,0.855,5,2025-06-23T00:30:00.534907
claude_3.5_sonnet_0644,Claude-3.5-Sonnet,prob_0644,SVAMP,L1,133,1,False,1.808,241.6,310.7,0.42,0.771,0.776,4,2025-06-23T00:30:00.534910
claude_3.5_sonnet_0645,Claude-3.5-Sonnet,prob_0645,MAWPS,L2,115,3,True,2.365,245.4,305.7,0.512,0.733,0.94,3,2025-06-23T00:30:00.534914
claude_3.5_sonnet_0646,Claude-3.5-Sonnet,prob_0646,MATH,L2,123,2,True,1.938,250.7,278.4,0.495,0.77,0.754,3,2025-06-23T00:30:00.534917
claude_3.5_sonnet_0647,Claude-3.5-Sonnet,prob_0647,GSM8K,L3,71,3,True,2.749,247.8,320.8,0.625,0.743,0.885,5,2025-06-23T00:30:00.534920
claude_3.5_sonnet_0648,Claude-3.5-Sonnet,prob_0648,MAWPS,L1,112,3,False,1.32,244.5,289.4,0.676,0.98,0.706,3,2025-06-23T00:30:00.534923
claude_3.5_sonnet_0649,Claude-3.5-Sonnet,prob_0649,MATH,L3,149,8,True,3.276,273.1,349.5,0.253,0.535,0.776,10,2025-06-23T00:30:00.534926
claude_3.5_sonnet_0650,Claude-3.5-Sonnet,prob_0650,Math23K,L1,145,3,False,0.971,241.8,311.1,0.504,1.061,0.946,4,2025-06-23T00:30:00.534929
claude_3.5_sonnet_0651,Claude-3.5-Sonnet,prob_0651,AddSub,L2,109,3,True,1.653,246.8,277.5,0.317,0.751,0.859,3,2025-06-23T00:30:00.534932
claude_3.5_sonnet_0652,Claude-3.5-Sonnet,prob_0652,SVAMP,L3,43,6,True,3.395,293.7,374.8,0.617,0.656,0.933,7,2025-06-23T00:30:00.534936
claude_3.5_sonnet_0653,Claude-3.5-Sonnet,prob_0653,Math23K,L1,74,1,False,1.237,253.5,283.2,0.552,0.947,0.759,3,2025-06-23T00:30:00.534939
claude_3.5_sonnet_0654,Claude-3.5-Sonnet,prob_0654,GSM8K,L1,124,3,False,2.124,255.5,317.0,0.534,0.755,0.82,4,2025-06-23T00:30:00.534943
claude_3.5_sonnet_0655,Claude-3.5-Sonnet,prob_0655,Math23K,L2,53,3,True,1.611,282.4,322.8,0.579,0.827,0.799,6,2025-06-23T00:30:00.534946
claude_3.5_sonnet_0656,Claude-3.5-Sonnet,prob_0656,AddSub,L1,84,3,False,1.495,251.8,302.0,0.403,0.814,0.908,6,2025-06-23T00:30:00.534949
claude_3.5_sonnet_0657,Claude-3.5-Sonnet,prob_0657,SVAMP,L2,128,4,True,2.275,274.9,312.1,0.583,0.738,0.703,4,2025-06-23T00:30:00.534952
claude_3.5_sonnet_0658,Claude-3.5-Sonnet,prob_0658,MATH,L1,97,3,False,1.392,227.4,293.8,0.808,1.034,0.919,5,2025-06-23T00:30:00.534955
claude_3.5_sonnet_0659,Claude-3.5-Sonnet,prob_0659,Math23K,L1,115,3,False,1.84,244.9,279.3,0.147,0.653,0.767,5,2025-06-23T00:30:00.534958
claude_3.5_sonnet_0660,Claude-3.5-Sonnet,prob_0660,SVAMP,L1,36,2,False,1.904,237.8,270.5,0.925,0.963,0.872,2,2025-06-23T00:30:00.534961
claude_3.5_sonnet_0661,Claude-3.5-Sonnet,prob_0661,MATH,L3,86,4,True,2.194,268.4,348.7,0.351,0.66,0.711,7,2025-06-23T00:30:00.534964
claude_3.5_sonnet_0662,Claude-3.5-Sonnet,prob_0662,GSM8K,L2,81,5,True,2.149,262.1,317.6,0.676,0.802,0.876,6,2025-06-23T00:30:00.534968
claude_3.5_sonnet_0663,Claude-3.5-Sonnet,prob_0663,MATH,L2,26,5,True,2.203,252.4,313.7,0.662,0.801,0.886,7,2025-06-23T00:30:00.534971
claude_3.5_sonnet_0664,Claude-3.5-Sonnet,prob_0664,MATH,L3,123,7,True,2.648,265.1,310.9,0.49,0.677,0.85,10,2025-06-23T00:30:00.534974
claude_3.5_sonnet_0665,Claude-3.5-Sonnet,prob_0665,SVAMP,L3,68,8,True,2.292,268.7,339.6,0.547,0.728,0.836,10,2025-06-23T00:30:00.534977
claude_3.5_sonnet_0666,Claude-3.5-Sonnet,prob_0666,SingleEq,L2,141,4,True,1.806,266.5,328.3,0.41,0.739,0.793,5,2025-06-23T00:30:00.534980
claude_3.5_sonnet_0667,Claude-3.5-Sonnet,prob_0667,MATH,L3,66,6,True,3.394,285.2,332.0,0.705,0.699,0.86,9,2025-06-23T00:30:00.534983
claude_3.5_sonnet_0668,Claude-3.5-Sonnet,prob_0668,GSM8K,L2,66,4,True,1.62,245.3,278.3,0.124,0.683,0.8,7,2025-06-23T00:30:00.534987
claude_3.5_sonnet_0669,Claude-3.5-Sonnet,prob_0669,Math23K,L1,77,3,False,2.238,263.2,329.9,0.601,0.761,0.737,6,2025-06-23T00:30:00.534990
claude_3.5_sonnet_0670,Claude-3.5-Sonnet,prob_0670,AddSub,L3,115,6,True,2.608,268.8,332.0,0.562,0.705,0.802,9,2025-06-23T00:30:00.534993
claude_3.5_sonnet_0671,Claude-3.5-Sonnet,prob_0671,AddSub,L1,33,3,False,1.639,250.1,287.8,0.509,0.827,0.734,5,2025-06-23T00:30:00.534996
claude_3.5_sonnet_0672,Claude-3.5-Sonnet,prob_0672,GSM8K,L2,117,4,True,1.826,264.8,325.4,0.801,0.894,0.813,5,2025-06-23T00:30:00.535000
claude_3.5_sonnet_0673,Claude-3.5-Sonnet,prob_0673,Math23K,L3,58,5,True,3.196,265.4,339.2,0.325,0.576,0.786,6,2025-06-23T00:30:00.535003
claude_3.5_sonnet_0674,Claude-3.5-Sonnet,prob_0674,MAWPS,L3,137,8,True,3.019,263.3,321.1,0.523,0.667,0.835,9,2025-06-23T00:30:00.535006
claude_3.5_sonnet_0675,Claude-3.5-Sonnet,prob_0675,GSM8K,L2,144,3,True,1.795,265.2,336.9,0.387,0.733,0.843,4,2025-06-23T00:30:00.535009
claude_3.5_sonnet_0676,Claude-3.5-Sonnet,prob_0676,SVAMP,L1,135,2,False,1.62,247.6,292.0,0.586,0.865,0.906,2,2025-06-23T00:30:00.535012
claude_3.5_sonnet_0677,Claude-3.5-Sonnet,prob_0677,SingleEq,L2,145,3,True,2.39,260.4,338.0,0.281,0.621,0.836,3,2025-06-23T00:30:00.535015
claude_3.5_sonnet_0678,Claude-3.5-Sonnet,prob_0678,MAWPS,L2,123,5,True,2.403,281.7,342.2,0.587,0.72,0.764,6,2025-06-23T00:30:00.535019
claude_3.5_sonnet_0679,Claude-3.5-Sonnet,prob_0679,Math23K,L1,71,3,False,1.222,243.0,300.6,0.622,0.993,0.897,6,2025-06-23T00:30:00.535022
claude_3.5_sonnet_0680,Claude-3.5-Sonnet,prob_0680,MATH,L2,68,2,True,2.108,289.7,325.4,0.219,0.598,0.883,4,2025-06-23T00:30:00.535025
claude_3.5_sonnet_0681,Claude-3.5-Sonnet,prob_0681,SVAMP,L1,108,2,False,1.418,235.8,278.0,0.816,1.019,0.864,5,2025-06-23T00:30:00.535028
claude_3.5_sonnet_0682,Claude-3.5-Sonnet,prob_0682,MAWPS,L2,98,2,True,1.876,261.3,298.9,0.389,0.725,0.788,5,2025-06-23T00:30:00.535031
claude_3.5_sonnet_0683,Claude-3.5-Sonnet,prob_0683,MATH,L3,136,6,True,2.512,270.7,335.0,0.725,0.776,0.947,7,2025-06-23T00:30:00.535034
claude_3.5_sonnet_0684,Claude-3.5-Sonnet,prob_0684,SVAMP,L3,107,4,True,3.231,268.9,330.3,0.648,0.7,0.813,5,2025-06-23T00:30:00.535038
claude_3.5_sonnet_0685,Claude-3.5-Sonnet,prob_0685,GSM8K,L3,123,4,True,2.515,248.8,309.3,0.462,0.695,0.923,4,2025-06-23T00:30:00.535041
claude_3.5_sonnet_0686,Claude-3.5-Sonnet,prob_0686,SVAMP,L3,74,7,True,3.654,295.7,354.5,0.713,0.682,0.929,9,2025-06-23T00:30:00.535044
claude_3.5_sonnet_0687,Claude-3.5-Sonnet,prob_0687,SingleEq,L1,113,3,False,1.416,235.1,277.7,0.365,0.84,0.906,3,2025-06-23T00:30:00.535047
claude_3.5_sonnet_0688,Claude-3.5-Sonnet,prob_0688,SVAMP,L1,32,3,False,1.672,245.9,279.9,0.612,0.867,0.704,5,2025-06-23T00:30:00.535050
claude_3.5_sonnet_0689,Claude-3.5-Sonnet,prob_0689,Math23K,L2,25,2,True,2.692,265.7,298.7,0.393,0.634,0.746,2,2025-06-23T00:30:00.535053
claude_3.5_sonnet_0690,Claude-3.5-Sonnet,prob_0690,MAWPS,L1,84,2,False,1.481,233.2,277.7,0.31,0.804,0.73,4,2025-06-23T00:30:00.535056
claude_3.5_sonnet_0691,Claude-3.5-Sonnet,prob_0691,SVAMP,L2,22,5,True,2.345,262.1,322.9,0.238,0.606,0.703,7,2025-06-23T00:30:00.535060
claude_3.5_sonnet_0692,Claude-3.5-Sonnet,prob_0692,Math23K,L2,89,3,True,1.969,262.0,306.1,0.717,0.842,0.794,5,2025-06-23T00:30:00.535063
claude_3.5_sonnet_0693,Claude-3.5-Sonnet,prob_0693,AddSub,L3,150,5,True,2.809,288.9,342.6,0.624,0.696,0.847,8,2025-06-23T00:30:00.535066
claude_3.5_sonnet_0694,Claude-3.5-Sonnet,prob_0694,Math23K,L2,147,3,True,1.873,237.0,290.9,0.844,0.936,0.848,6,2025-06-23T00:30:00.535069
claude_3.5_sonnet_0695,Claude-3.5-Sonnet,prob_0695,AddSub,L2,71,5,True,1.692,268.7,348.1,0.474,0.782,0.825,7,2025-06-23T00:30:00.535072
claude_3.5_sonnet_0696,Claude-3.5-Sonnet,prob_0696,GSM8K,L1,147,1,False,1.305,264.3,327.8,0.232,0.785,0.915,4,2025-06-23T00:30:00.535075
claude_3.5_sonnet_0697,Claude-3.5-Sonnet,prob_0697,GSM8K,L1,42,1,False,1.844,243.0,304.7,0.755,0.897,0.806,3,2025-06-23T00:30:00.535078
claude_3.5_sonnet_0698,Claude-3.5-Sonnet,prob_0698,Math23K,L2,39,2,True,1.848,271.7,350.5,0.463,0.748,0.871,2,2025-06-23T00:30:00.535081
claude_3.5_sonnet_0699,Claude-3.5-Sonnet,prob_0699,SVAMP,L1,95,2,False,1.51,240.0,310.3,0.271,0.772,0.89,2,2025-06-23T00:30:00.535084
claude_3.5_sonnet_0700,Claude-3.5-Sonnet,prob_0700,Math23K,L3,30,8,True,2.848,266.2,318.2,0.848,0.805,0.836,8,2025-06-23T00:30:00.535087
claude_3.5_sonnet_0701,Claude-3.5-Sonnet,prob_0701,MATH,L2,49,2,True,1.549,270.1,310.4,0.525,0.831,0.908,2,2025-06-23T00:30:00.535090
claude_3.5_sonnet_0702,Claude-3.5-Sonnet,prob_0702,AddSub,L1,63,2,False,1.238,242.8,303.4,0.916,1.105,0.76,5,2025-06-23T00:30:00.535094
claude_3.5_sonnet_0703,Claude-3.5-Sonnet,prob_0703,SingleEq,L1,43,2,False,1.218,232.7,270.4,0.409,0.923,0.894,5,2025-06-23T00:30:00.535097
claude_3.5_sonnet_0704,Claude-3.5-Sonnet,prob_0704,Math23K,L2,136,5,True,2.515,251.1,287.1,0.653,0.769,0.803,5,2025-06-23T00:30:00.535100
claude_3.5_sonnet_0705,Claude-3.5-Sonnet,prob_0705,AddSub,L2,127,3,True,1.336,272.0,336.4,0.533,0.887,0.848,3,2025-06-23T00:30:00.535104
claude_3.5_sonnet_0706,Claude-3.5-Sonnet,prob_0706,GSM8K,L2,35,2,True,1.743,265.0,341.1,0.758,0.89,0.811,3,2025-06-23T00:30:00.535107
claude_3.5_sonnet_0707,Claude-3.5-Sonnet,prob_0707,SingleEq,L2,132,5,True,2.498,253.2,302.0,0.815,0.833,0.874,8,2025-06-23T00:30:00.535111
claude_3.5_sonnet_0708,Claude-3.5-Sonnet,prob_0708,SingleEq,L1,53,2,False,2.396,237.2,286.3,0.422,0.704,0.881,4,2025-06-23T00:30:00.535114
claude_3.5_sonnet_0709,Claude-3.5-Sonnet,prob_0709,MAWPS,L2,36,4,True,2.791,263.3,320.5,0.432,0.645,0.875,7,2025-06-23T00:30:00.535117
claude_3.5_sonnet_0710,Claude-3.5-Sonnet,prob_0710,SVAMP,L3,77,7,True,2.623,270.5,307.0,0.458,0.661,0.813,8,2025-06-23T00:30:00.535120
claude_3.5_sonnet_0711,Claude-3.5-Sonnet,prob_0711,SingleEq,L2,44,3,True,2.527,252.6,279.9,0.584,0.738,0.85,6,2025-06-23T00:30:00.535123
claude_3.5_sonnet_0712,Claude-3.5-Sonnet,prob_0712,MATH,L2,118,2,True,2.187,247.2,277.4,0.341,0.68,0.739,2,2025-06-23T00:30:00.535127
claude_3.5_sonnet_0713,Claude-3.5-Sonnet,prob_0713,SVAMP,L3,149,4,True,1.909,254.3,289.9,0.501,0.772,0.822,4,2025-06-23T00:30:00.535130
claude_3.5_sonnet_0714,Claude-3.5-Sonnet,prob_0714,Math23K,L2,102,4,True,2.125,248.0,292.0,0.93,0.923,0.886,5,2025-06-23T00:30:00.535133
claude_3.5_sonnet_0715,Claude-3.5-Sonnet,prob_0715,Math23K,L2,116,3,True,2.764,259.3,325.3,0.515,0.685,0.711,4,2025-06-23T00:30:00.535136
claude_3.5_sonnet_0716,Claude-3.5-Sonnet,prob_0716,MAWPS,L2,134,5,True,2.41,253.8,290.6,0.508,0.717,0.916,8,2025-06-23T00:30:00.535139
claude_3.5_sonnet_0717,Claude-3.5-Sonnet,prob_0717,MATH,L1,147,3,False,1.758,265.3,315.4,0.539,0.8,0.875,3,2025-06-23T00:30:00.535142
claude_3.5_sonnet_0718,Claude-3.5-Sonnet,prob_0718,MAWPS,L2,20,4,True,2.207,269.1,301.5,0.5,0.718,0.735,4,2025-06-23T00:30:00.535146
claude_3.5_sonnet_0719,Claude-3.5-Sonnet,prob_0719,SingleEq,L1,136,2,False,1.624,241.1,282.9,0.778,0.949,0.875,2,2025-06-23T00:30:00.535149
claude_3.5_sonnet_0720,Claude-3.5-Sonnet,prob_0720,AddSub,L1,136,2,False,1.293,238.8,305.6,0.237,0.82,0.792,2,2025-06-23T00:30:00.535152
claude_3.5_sonnet_0721,Claude-3.5-Sonnet,prob_0721,SVAMP,L1,135,1,False,1.647,259.5,287.2,0.48,0.803,0.809,4,2025-06-23T00:30:00.535155
claude_3.5_sonnet_0722,Claude-3.5-Sonnet,prob_0722,GSM8K,L1,110,3,False,1.73,240.8,269.1,0.752,0.918,0.919,5,2025-06-23T00:30:00.535158
claude_3.5_sonnet_0723,Claude-3.5-Sonnet,prob_0723,SingleEq,L1,47,1,False,1.506,257.2,309.0,0.654,0.906,0.761,2,2025-06-23T00:30:00.535161
claude_3.5_sonnet_0724,Claude-3.5-Sonnet,prob_0724,GSM8K,L3,124,7,True,2.473,270.0,303.5,0.355,0.632,0.74,8,2025-06-23T00:30:00.535164
claude_3.5_sonnet_0725,Claude-3.5-Sonnet,prob_0725,GSM8K,L1,120,1,False,1.835,243.3,289.4,0.203,0.677,0.949,3,2025-06-23T00:30:00.535167
claude_3.5_sonnet_0726,Claude-3.5-Sonnet,prob_0726,SVAMP,L1,126,1,False,2.052,242.5,290.0,0.786,0.88,0.943,2,2025-06-23T00:30:00.535170
claude_3.5_sonnet_0727,Claude-3.5-Sonnet,prob_0727,MAWPS,L2,149,5,True,2.691,255.4,310.7,0.62,0.736,0.729,5,2025-06-23T00:30:00.535173
claude_3.5_sonnet_0728,Claude-3.5-Sonnet,prob_0728,SingleEq,L2,130,5,True,2.593,260.8,299.0,0.57,0.718,0.737,6,2025-06-23T00:30:00.535176
claude_3.5_sonnet_0729,Claude-3.5-Sonnet,prob_0729,AddSub,L3,65,8,True,2.726,268.5,335.4,0.39,0.628,0.798,10,2025-06-23T00:30:00.535179
claude_3.5_sonnet_0730,Claude-3.5-Sonnet,prob_0730,AddSub,L1,119,3,False,1.471,235.6,296.2,0.242,0.776,0.728,5,2025-06-23T00:30:00.535182
claude_3.5_sonnet_0731,Claude-3.5-Sonnet,prob_0731,MAWPS,L2,83,5,True,2.989,253.9,309.0,0.389,0.626,0.702,6,2025-06-23T00:30:00.535186
claude_3.5_sonnet_0732,Claude-3.5-Sonnet,prob_0732,MATH,L2,54,5,True,1.842,255.7,297.6,0.608,0.824,0.761,8,2025-06-23T00:30:00.535189
claude_3.5_sonnet_0733,Claude-3.5-Sonnet,prob_0733,SVAMP,L3,96,8,True,1.664,291.7,367.6,0.956,0.959,0.747,11,2025-06-23T00:30:00.535192
claude_3.5_sonnet_0734,Claude-3.5-Sonnet,prob_0734,SVAMP,L3,75,7,True,2.36,276.5,330.6,0.847,0.833,0.754,8,2025-06-23T00:30:00.535195
claude_3.5_sonnet_0735,Claude-3.5-Sonnet,prob_0735,SVAMP,L1,108,3,False,1.197,240.0,294.4,0.434,0.931,0.835,3,2025-06-23T00:30:00.535198
claude_3.5_sonnet_0736,Claude-3.5-Sonnet,prob_0736,SVAMP,L3,65,8,True,2.005,280.6,316.9,0.547,0.75,0.732,9,2025-06-23T00:30:00.535201
claude_3.5_sonnet_0737,Claude-3.5-Sonnet,prob_0737,Math23K,L2,142,5,True,1.773,284.6,362.1,0.422,0.731,0.717,5,2025-06-23T00:30:00.535204
claude_3.5_sonnet_0738,Claude-3.5-Sonnet,prob_0738,SVAMP,L3,93,7,True,2.513,283.1,343.5,0.935,0.848,0.762,10,2025-06-23T00:30:00.535208
claude_3.5_sonnet_0739,Claude-3.5-Sonnet,prob_0739,Math23K,L1,57,1,False,1.95,242.2,284.0,0.686,0.855,0.756,3,2025-06-23T00:30:00.535211
claude_3.5_sonnet_0740,Claude-3.5-Sonnet,prob_0740,MATH,L2,61,4,True,1.95,259.9,307.1,0.449,0.739,0.888,4,2025-06-23T00:30:00.535214
claude_3.5_sonnet_0741,Claude-3.5-Sonnet,prob_0741,AddSub,L1,95,1,False,1.955,252.1,316.7,0.159,0.631,0.707,3,2025-06-23T00:30:00.535217
claude_3.5_sonnet_0742,Claude-3.5-Sonnet,prob_0742,AddSub,L2,77,5,True,2.094,272.6,321.2,0.769,0.835,0.852,6,2025-06-23T00:30:00.535220
claude_3.5_sonnet_0743,Claude-3.5-Sonnet,prob_0743,SingleEq,L2,93,2,True,2.045,259.5,324.3,0.645,0.805,0.732,5,2025-06-23T00:30:00.535223
claude_3.5_sonnet_0744,Claude-3.5-Sonnet,prob_0744,MAWPS,L2,100,2,True,2.444,254.7,313.1,0.585,0.743,0.889,3,2025-06-23T00:30:00.535226
claude_3.5_sonnet_0745,Claude-3.5-Sonnet,prob_0745,SVAMP,L1,133,1,False,1.755,260.8,314.1,0.438,0.764,0.824,1,2025-06-23T00:30:00.535230
claude_3.5_sonnet_0746,Claude-3.5-Sonnet,prob_0746,SingleEq,L2,70,3,True,3.078,235.1,278.9,0.662,0.753,0.708,3,2025-06-23T00:30:00.535233
claude_3.5_sonnet_0747,Claude-3.5-Sonnet,prob_0747,MAWPS,L1,39,1,False,1.619,249.2,309.2,0.38,0.781,0.894,1,2025-06-23T00:30:00.535236
claude_3.5_sonnet_0748,Claude-3.5-Sonnet,prob_0748,SingleEq,L1,30,2,False,1.452,222.5,262.3,0.932,1.075,0.816,4,2025-06-23T00:30:00.535239
claude_3.5_sonnet_0749,Claude-3.5-Sonnet,prob_0749,MATH,L1,85,1,False,1.428,245.3,296.1,0.453,0.859,0.782,3,2025-06-23T00:30:00.535242
claude_3.5_sonnet_0750,Claude-3.5-Sonnet,prob_0750,SVAMP,L3,30,7,True,2.126,248.6,316.0,0.256,0.652,0.817,10,2025-06-23T00:30:00.535245
claude_3.5_sonnet_0751,Claude-3.5-Sonnet,prob_0751,Math23K,L2,97,4,True,2.226,265.7,312.8,0.772,0.828,0.918,5,2025-06-23T00:30:00.535248
claude_3.5_sonnet_0752,Claude-3.5-Sonnet,prob_0752,AddSub,L2,76,2,True,1.981,265.2,316.6,0.446,0.728,0.723,5,2025-06-23T00:30:00.535251
claude_3.5_sonnet_0753,Claude-3.5-Sonnet,prob_0753,GSM8K,L2,123,4,True,1.658,243.6,315.4,0.481,0.82,0.833,4,2025-06-23T00:30:00.535254
claude_3.5_sonnet_0754,Claude-3.5-Sonnet,prob_0754,GSM8K,L2,104,4,True,1.871,263.4,303.0,0.663,0.833,0.767,6,2025-06-23T00:30:00.535257
claude_3.5_sonnet_0755,Claude-3.5-Sonnet,prob_0755,AddSub,L2,141,2,True,2.026,254.2,324.1,0.535,0.77,0.849,3,2025-06-23T00:30:00.535261
claude_3.5_sonnet_0756,Claude-3.5-Sonnet,prob_0756,SVAMP,L1,81,3,False,1.777,252.3,323.3,0.695,0.873,0.927,4,2025-06-23T00:30:00.535264
claude_3.5_sonnet_0757,Claude-3.5-Sonnet,prob_0757,SVAMP,L3,117,5,True,2.375,277.3,324.4,0.87,0.84,0.777,7,2025-06-23T00:30:00.535267
claude_3.5_sonnet_0758,Claude-3.5-Sonnet,prob_0758,SingleEq,L2,26,4,True,2.155,265.3,319.3,0.601,0.768,0.803,6,2025-06-23T00:30:00.535272
claude_3.5_sonnet_0759,Claude-3.5-Sonnet,prob_0759,AddSub,L2,144,4,True,2.019,262.9,320.6,0.781,0.859,0.867,5,2025-06-23T00:30:00.535275
claude_3.5_sonnet_0760,Claude-3.5-Sonnet,prob_0760,GSM8K,L1,41,1,False,2.11,235.6,301.1,0.368,0.715,0.735,3,2025-06-23T00:30:00.535279
claude_3.5_sonnet_0761,Claude-3.5-Sonnet,prob_0761,SingleEq,L1,36,1,False,1.201,231.2,286.0,0.119,0.815,0.878,3,2025-06-23T00:30:00.535283
claude_3.5_sonnet_0762,Claude-3.5-Sonnet,prob_0762,MAWPS,L3,72,8,True,1.562,270.5,308.6,0.677,0.888,0.816,9,2025-06-23T00:30:00.535287
claude_3.5_sonnet_0763,Claude-3.5-Sonnet,prob_0763,AddSub,L3,59,8,True,2.852,263.1,295.5,0.496,0.667,0.881,10,2025-06-23T00:30:00.535290
claude_3.5_sonnet_0764,Claude-3.5-Sonnet,prob_0764,MATH,L1,38,1,False,1.776,245.9,280.6,0.509,0.806,0.897,3,2025-06-23T00:30:00.535293
claude_3.5_sonnet_0765,Claude-3.5-Sonnet,prob_0765,SingleEq,L1,78,2,False,1.413,233.6,287.2,0.533,0.91,0.824,3,2025-06-23T00:30:00.535296
claude_3.5_sonnet_0766,Claude-3.5-Sonnet,prob_0766,MAWPS,L2,130,2,True,1.708,263.5,310.5,0.56,0.819,0.879,5,2025-06-23T00:30:00.535299
claude_3.5_sonnet_0767,Claude-3.5-Sonnet,prob_0767,SVAMP,L1,21,3,False,1.879,248.4,280.5,0.909,0.947,0.851,5,2025-06-23T00:30:00.535302
claude_3.5_sonnet_0768,Claude-3.5-Sonnet,prob_0768,SingleEq,L1,38,2,False,1.742,236.7,278.2,0.408,0.783,0.838,5,2025-06-23T00:30:00.535305
claude_3.5_sonnet_0769,Claude-3.5-Sonnet,prob_0769,AddSub,L2,42,5,True,2.17,245.9,270.6,0.347,0.687,0.747,7,2025-06-23T00:30:00.535309
claude_3.5_sonnet_0770,Claude-3.5-Sonnet,prob_0770,MAWPS,L3,27,7,True,1.711,274.7,353.2,0.234,0.677,0.814,9,2025-06-23T00:30:00.535312
claude_3.5_sonnet_0771,Claude-3.5-Sonnet,prob_0771,GSM8K,L1,120,3,False,1.642,260.2,308.1,0.374,0.761,0.766,6,2025-06-23T00:30:00.535315
claude_3.5_sonnet_0772,Claude-3.5-Sonnet,prob_0772,GSM8K,L1,115,1,False,1.725,248.9,298.2,0.508,0.811,0.727,4,2025-06-23T00:30:00.535319
claude_3.5_sonnet_0773,Claude-3.5-Sonnet,prob_0773,Math23K,L1,120,3,False,1.389,227.9,256.1,0.583,0.944,0.745,5,2025-06-23T00:30:00.535322
claude_3.5_sonnet_0774,Claude-3.5-Sonnet,prob_0774,GSM8K,L2,108,5,True,2.233,261.4,327.3,0.448,0.702,0.949,5,2025-06-23T00:30:00.535325
claude_3.5_sonnet_0775,Claude-3.5-Sonnet,prob_0775,AddSub,L2,61,3,True,2.069,248.8,315.8,0.303,0.678,0.769,5,2025-06-23T00:30:00.535328
claude_3.5_sonnet_0776,Claude-3.5-Sonnet,prob_0776,AddSub,L1,49,1,False,1.931,225.9,252.8,0.419,0.773,0.886,4,2025-06-23T00:30:00.535331
claude_3.5_sonnet_0777,Claude-3.5-Sonnet,prob_0777,MAWPS,L2,38,2,True,2.0,232.9,265.8,0.615,0.831,0.923,2,2025-06-23T00:30:00.535335
