experiment_id,method,problem_id,dataset,complexity,word_count,equation_steps,requires_reasoning,runtime_seconds,memory_mb,peak_memory_mb,accuracy,efficiency_score,gpu_utilization,inference_steps,timestamp
wo_mlr_1326,w/o MLR,prob_5608,DIR-MWP-Test,L2,98,4,True,3.565,312.4,356.4,0.727,0.1,0.794,7,2025-04-11T22:11:55.083959
wo_mlr_2187,w/o MLR,prob_5970,GSM8K,L3,141,7,True,6.683,349.6,478.6,0.582,0.1,0.739,15,2025-04-26T15:18:10.677926
wo_mlr_3938,w/o MLR,prob_4950,MathQA,L0,24,2,False,1.238,203.3,255.8,0.882,0.728,0.766,4,2025-04-06T05:41:50.149935
wo_cv_0287,w/o CV,prob_6365,SVAMP,L1,46,3,False,2.114,286.4,323.9,0.72,0.446,0.874,3,2025-04-30T20:49:36.434997
wo_mlr_4383,w/o MLR,prob_4738,ASDiv,L3,149,5,True,5.722,338.1,467.0,0.633,0.1,0.946,11,2025-04-15T21:16:16.710768
wo_mlr_1988,w/o MLR,prob_9447,GSM8K,L0,36,2,False,1.036,223.6,294.4,0.763,0.805,0.902,4,2025-04-15T06:27:42.132142
wo_ird_4022,w/o IRD,prob_4109,GSM8K,L3,121,7,True,5.812,344.3,405.4,0.644,0.1,0.918,16,2025-04-09T03:33:36.605147
mlr_only_1156,MLR only,prob_1466,SVAMP,L3,141,5,True,4.035,314.5,429.5,0.537,0.1,0.765,9,2025-04-13T12:52:51.893946
wo_ird_0614,w/o IRD,prob_0003,DIR-MWP-Test,L3,126,7,True,6.048,330.0,439.6,0.684,0.1,0.824,15,2025-04-28T00:09:17.321662
cv_only_3352,CV only,prob_0086,MATH,L1,74,1,False,0.844,232.4,292.9,0.615,0.527,0.882,1,2025-04-09T21:18:22.982096
cv_only_4479,CV only,prob_6407,SVAMP,L3,149,6,True,3.935,275.9,322.2,0.497,0.103,0.744,8,2025-04-06T06:29:53.373540
cot-dir_full_0075,COT-DIR (Full),prob_3831,SVAMP,L0,40,1,False,1.151,236.4,313.2,0.807,0.754,0.795,2,2025-04-04T06:00:33.096900
ird_only_0994,IRD only,prob_4329,SVAMP,L3,111,8,True,3.877,281.6,391.5,0.508,0.1,0.771,14,2025-04-15T00:52:23.258903
wo_mlr_0858,w/o MLR,prob_3994,DIR-MWP-Test,L0,19,2,False,1.352,208.7,268.8,0.844,0.542,0.879,2,2025-04-14T14:20:04.163620
wo_cv_4514,w/o CV,prob_8964,GSM8K,L3,137,5,True,4.955,371.3,411.5,0.804,0.28,0.91,11,2025-04-05T07:38:07.823201
mlr_only_3166,MLR only,prob_2917,Math23K,L1,50,3,False,1.627,234.4,303.5,0.633,0.229,0.927,3,2025-04-24T13:57:51.400225
wo_ird_3525,w/o IRD,prob_5183,MathQA,L3,112,5,True,4.701,321.1,376.2,0.582,0.1,0.718,11,2025-04-01T18:09:06.921964
mlr_only_1596,MLR only,prob_2838,MathQA,L3,104,5,True,3.458,309.9,366.4,0.671,0.2,0.82,10,2025-04-06T12:34:56.878158
cot-dir_full_0106,COT-DIR (Full),prob_2268,MathQA,L2,113,5,True,5.088,316.1,383.9,0.931,0.288,0.942,15,2025-04-25T00:54:23.909001
wo_cv_3382,w/o CV,prob_1124,SVAMP,L1,58,1,True,1.668,272.9,345.6,0.786,0.419,0.893,4,2025-04-18T00:03:01.227488
wo_cv_2956,w/o CV,prob_9754,MAWPS,L3,125,6,True,5.357,367.5,495.1,0.736,0.229,0.806,12,2025-04-05T21:04:11.595159
wo_ird_3454,w/o IRD,prob_5705,ASDiv,L2,109,4,True,3.458,270.1,378.1,0.677,0.1,0.716,8,2025-04-05T14:16:15.192765
mlr_only_3122,MLR only,prob_0187,ASDiv,L1,56,1,False,1.284,249.4,295.6,0.718,0.404,0.829,1,2025-04-16T05:20:16.784908
ird_only_3146,IRD only,prob_7624,MathQA,L2,96,3,True,1.9,279.5,389.7,0.672,0.341,0.885,5,2025-04-07T22:54:21.703854
cv_only_1174,CV only,prob_4123,GSM8K,L0,19,2,False,0.81,200,259.2,0.699,0.732,0.938,2,2025-04-05T02:08:13.012876
wo_mlr_0312,w/o MLR,prob_2953,GSM8K,L2,88,3,True,3.026,290.1,389.7,0.865,0.319,0.724,7,2025-04-12T06:57:29.074786
ird_only_0695,IRD only,prob_7184,DIR-MWP-Test,L2,79,4,True,2.09,253.3,278.8,0.642,0.192,0.915,8,2025-04-02T13:03:07.045902
wo_ird_0287,w/o IRD,prob_4222,Math23K,L0,35,1,False,1.209,200,227.9,0.796,0.578,0.766,1,2025-04-20T09:18:19.147306
wo_ird_4907,w/o IRD,prob_5541,GSM8K,L2,93,4,True,3.188,316.0,355.0,0.821,0.249,0.732,9,2025-04-21T13:36:19.050758
wo_cv_0927,w/o CV,prob_7963,MAWPS,L0,25,2,False,0.896,250.5,288.6,0.827,0.875,0.712,4,2025-04-13T01:22:02.360674
cot-dir_full_4092,COT-DIR (Full),prob_9820,MATH,L1,48,1,True,2.344,275.6,384.8,0.722,0.441,0.748,4,2025-04-28T11:36:01.799012
cot-dir_full_0244,COT-DIR (Full),prob_2423,Math23K,L1,47,2,False,2.066,270.6,313.3,0.894,0.441,0.72,5,2025-04-07T01:22:54.773688
wo_ird_4843,w/o IRD,prob_7306,MAWPS,L0,20,1,False,1.027,210.7,275.4,0.694,0.614,0.75,1,2025-04-15T13:22:46.107254
cot-dir_full_0029,COT-DIR (Full),prob_7145,Math23K,L0,42,2,False,1.434,248.3,311.2,0.9,0.705,0.844,4,2025-04-02T07:57:29.895385
cot-dir_full_3478,COT-DIR (Full),prob_6444,ASDiv,L3,126,5,True,6.488,377.7,460.5,0.717,0.255,0.831,17,2025-04-15T09:15:12.343567
mlr_only_0999,MLR only,prob_8886,Math23K,L3,108,8,True,4.464,340.7,476.5,0.641,0.1,0.75,11,2025-04-08T09:52:42.103882
wo_mlr_2474,w/o MLR,prob_4618,Math23K,L3,129,6,True,5.82,324.2,395.9,0.744,0.1,0.943,11,2025-04-30T23:24:53.275125
wo_ird_0937,w/o IRD,prob_5252,MathQA,L0,20,2,False,0.878,216.0,276.9,0.702,0.709,0.795,1,2025-04-02T23:32:20.050861
ird_only_3103,IRD only,prob_9260,GSM8K,L3,146,7,True,4.306,296.4,407.3,0.644,0.1,0.737,11,2025-04-23T09:47:17.927075
cot-dir_full_1686,COT-DIR (Full),prob_0098,SVAMP,L3,103,6,True,6.814,378.7,512.9,0.826,0.282,0.722,19,2025-04-08T07:56:22.816386
cv_only_4342,CV only,prob_5612,DIR-MWP-Test,L1,69,1,False,1.357,205.9,237.7,0.662,0.282,0.863,1,2025-04-23T08:32:34.728026
cv_only_3998,CV only,prob_7178,GSM8K,L0,24,1,False,0.893,200,240.4,0.743,0.73,0.749,1,2025-04-18T18:32:25.796463
cot-dir_full_4803,COT-DIR (Full),prob_3884,GSM8K,L0,24,2,False,1.205,241.5,335.6,0.881,0.77,0.946,5,2025-04-05T03:15:58.629467
cot-dir_full_2962,COT-DIR (Full),prob_2373,DIR-MWP-Test,L2,72,3,True,3.651,325.2,360.8,0.909,0.365,0.883,8,2025-04-14T07:32:11.455935
wo_cv_0277,w/o CV,prob_0905,GSM8K,L0,48,2,False,1.222,221.4,268.1,0.864,0.671,0.864,4,2025-04-24T14:04:11.214347
mlr_only_1862,MLR only,prob_5970,GSM8K,L3,119,6,True,4.197,335.4,454.9,0.504,0.1,0.789,8,2025-04-26T01:55:27.409106
wo_mlr_1621,w/o MLR,prob_0139,MAWPS,L2,109,4,True,3.968,315.9,356.0,0.846,0.111,0.792,7,2025-04-29T16:23:33.653728
wo_ird_3687,w/o IRD,prob_7950,Math23K,L2,101,4,True,3.244,296.2,357.8,0.711,0.216,0.897,10,2025-04-06T07:09:05.299086
ird_only_2085,IRD only,prob_9154,Math23K,L3,116,6,True,3.76,312.7,371.9,0.611,0.122,0.729,10,2025-04-07T16:37:57.199687
wo_mlr_0075,w/o MLR,prob_3048,MATH,L0,24,1,False,0.783,220.8,265.1,0.839,1.095,0.847,1,2025-04-19T04:03:07.488619
wo_mlr_1341,w/o MLR,prob_0948,Math23K,L1,50,1,False,1.747,249.7,343.3,0.718,0.358,0.705,1,2025-04-02T23:09:56.717948
ird_only_1789,IRD only,prob_2683,GSM8K,L2,79,5,True,2.051,265.4,302.1,0.736,0.202,0.778,10,2025-04-10T02:48:02.054265
ird_only_3058,IRD only,prob_7900,GSM8K,L2,77,4,True,2.197,243.6,317.4,0.721,0.285,0.848,5,2025-04-21T03:26:21.365448
cv_only_4905,CV only,prob_1261,Math23K,L1,60,3,False,1.343,213.3,257.8,0.606,0.373,0.788,4,2025-04-13T20:21:53.791883
wo_ird_0379,w/o IRD,prob_3385,MAWPS,L0,41,1,False,0.791,203.2,272.9,0.838,1.011,0.784,1,2025-04-17T16:05:47.298867
mlr_only_0598,MLR only,prob_7781,DIR-MWP-Test,L0,46,2,False,0.697,209.0,247.9,0.679,0.859,0.751,2,2025-04-05T03:07:50.037270
wo_ird_2517,w/o IRD,prob_6432,DIR-MWP-Test,L1,68,2,True,1.794,249.2,304.9,0.704,0.355,0.747,5,2025-04-17T04:07:42.233450
mlr_only_4152,MLR only,prob_3717,MATH,L3,126,6,True,4.194,341.5,400.2,0.538,0.1,0.727,11,2025-04-15T06:28:49.803099
cot-dir_full_3608,COT-DIR (Full),prob_5861,MathQA,L3,136,8,True,8.582,351.0,474.6,0.814,0.253,0.812,25,2025-04-08T04:38:06.449807
ird_only_3552,IRD only,prob_2733,DIR-MWP-Test,L1,44,2,False,1.09,204.5,260.5,0.747,0.611,0.792,3,2025-04-01T02:35:00.035345
ird_only_2791,IRD only,prob_8540,MAWPS,L2,108,4,True,2.178,252.5,329.0,0.716,0.217,0.928,6,2025-04-06T19:34:31.184214
mlr_only_1758,MLR only,prob_1672,DIR-MWP-Test,L2,96,5,True,2.871,287.8,363.6,0.769,0.285,0.891,9,2025-04-21T02:22:35.663174
cv_only_1294,CV only,prob_6485,MATH,L1,53,1,True,0.763,210.2,285.9,0.703,0.795,0.743,1,2025-04-04T09:34:42.219399
wo_ird_4053,w/o IRD,prob_1932,SVAMP,L3,143,5,True,5.211,306.6,377.5,0.556,0.1,0.911,9,2025-04-06T03:31:11.375533
ird_only_0270,IRD only,prob_0228,MATH,L2,118,3,True,2.306,270.3,373.2,0.738,0.309,0.71,5,2025-04-07T22:36:02.783395
wo_ird_0938,w/o IRD,prob_6208,Math23K,L3,107,8,True,6.116,353.0,403.6,0.623,0.104,0.924,15,2025-04-03T12:46:28.090850
mlr_only_1803,MLR only,prob_8924,ASDiv,L1,69,2,False,1.481,253.0,280.4,0.641,0.367,0.701,3,2025-04-17T22:20:30.906727
wo_mlr_0135,w/o MLR,prob_2155,MAWPS,L0,48,1,False,0.982,219.3,261.8,0.803,0.877,0.775,2,2025-04-18T16:27:11.726913
cv_only_1212,CV only,prob_5769,ASDiv,L1,44,2,False,0.963,200,274.7,0.667,0.599,0.736,3,2025-04-23T01:54:14.884078
cv_only_3212,CV only,prob_1083,MathQA,L2,85,3,True,2.093,256.8,328.2,0.733,0.186,0.84,3,2025-04-14T05:22:08.645350
mlr_only_2785,MLR only,prob_8300,GSM8K,L1,71,3,False,1.521,251.8,288.5,0.743,0.35,0.81,2,2025-04-10T22:19:40.977017
wo_mlr_0311,w/o MLR,prob_0998,SVAMP,L1,79,2,False,2.147,284.7,326.5,0.798,0.362,0.936,4,2025-04-23T20:38:10.974765
wo_cv_2563,w/o CV,prob_7561,DIR-MWP-Test,L0,21,1,False,0.986,210.9,248.6,0.811,0.887,0.865,3,2025-04-14T01:15:34.932346
ird_only_1664,IRD only,prob_6237,GSM8K,L3,136,8,True,4.316,275.3,304.5,0.58,0.125,0.79,11,2025-04-28T01:11:08.012915
wo_ird_2083,w/o IRD,prob_1978,MATH,L2,120,5,True,4.358,291.4,359.2,0.81,0.121,0.742,11,2025-04-21T17:08:04.257020
cot-dir_full_3943,COT-DIR (Full),prob_3548,MathQA,L0,35,1,False,1.111,229.3,285.2,0.846,0.84,0.885,3,2025-04-06T13:00:37.948415
wo_ird_2140,w/o IRD,prob_6976,ASDiv,L3,109,7,True,5.638,336.7,459.2,0.555,0.1,0.81,14,2025-04-28T05:39:32.806244
wo_mlr_0548,w/o MLR,prob_4479,MATH,L0,27,1,False,1.238,230.5,275.8,0.766,0.584,0.869,2,2025-04-27T05:05:50.540219
mlr_only_2420,MLR only,prob_7163,MAWPS,L0,20,2,False,0.787,231.5,317.1,0.831,1.033,0.752,1,2025-04-08T02:45:31.275444
cot-dir_full_4818,COT-DIR (Full),prob_0421,Math23K,L2,116,5,True,5.258,307.6,422.1,0.86,0.222,0.775,17,2025-04-19T06:33:58.553449
cv_only_0029,CV only,prob_7868,SVAMP,L3,130,8,True,3.669,277.6,337.8,0.522,0.1,0.924,11,2025-04-17T20:56:17.383319
mlr_only_1745,MLR only,prob_2982,Math23K,L0,39,2,False,0.957,207.5,247.8,0.773,0.763,0.84,2,2025-04-20T06:48:47.453588
cot-dir_full_2068,COT-DIR (Full),prob_6420,ASDiv,L0,39,2,False,1.629,218.1,280.0,0.896,0.68,0.748,5,2025-04-17T03:08:01.428022
mlr_only_2582,MLR only,prob_2829,MAWPS,L0,29,1,False,0.763,200,241.4,0.699,0.915,0.858,1,2025-04-16T20:53:22.531818
wo_mlr_0242,w/o MLR,prob_0656,DIR-MWP-Test,L2,102,4,True,3.561,323.7,418.3,0.841,0.195,0.833,10,2025-04-04T11:26:57.800724
wo_cv_3944,w/o CV,prob_8827,ASDiv,L3,105,8,True,5.685,353.3,490.8,0.729,0.245,0.711,15,2025-04-16T03:13:42.922503
wo_mlr_1679,w/o MLR,prob_7567,SVAMP,L2,87,5,True,4.101,292.6,403.4,0.86,0.119,0.711,11,2025-04-29T15:07:06.388555
wo_cv_4126,w/o CV,prob_1927,MathQA,L0,24,1,False,1.199,214.1,286.6,0.844,0.659,0.755,2,2025-04-20T01:17:51.276227
ird_only_4960,IRD only,prob_0828,MAWPS,L2,102,5,True,2.526,259.9,310.3,0.706,0.1,0.921,9,2025-04-07T17:20:30.251016
ird_only_3124,IRD only,prob_9119,Math23K,L3,111,8,True,3.834,278.7,388.6,0.525,0.1,0.783,13,2025-04-16T16:04:36.864960
cot-dir_full_4787,COT-DIR (Full),prob_0745,GSM8K,L0,25,1,False,1.136,256.5,336.9,0.891,0.838,0.909,3,2025-04-20T05:36:30.261457
cot-dir_full_4915,COT-DIR (Full),prob_2149,MAWPS,L1,54,3,True,2.362,273.7,371.9,0.81,0.474,0.757,10,2025-04-28T06:10:21.910831
mlr_only_4230,MLR only,prob_6089,MAWPS,L1,44,3,True,1.427,253.3,280.1,0.599,0.269,0.918,5,2025-04-03T21:20:36.719115
wo_mlr_3109,w/o MLR,prob_4363,DIR-MWP-Test,L1,56,2,False,1.84,254.6,343.0,0.83,0.396,0.758,1,2025-04-21T15:05:53.017658
wo_ird_0333,w/o IRD,prob_2622,ASDiv,L3,117,8,True,6.055,305.9,406.2,0.644,0.1,0.797,18,2025-04-28T22:01:25.117357
ird_only_0123,IRD only,prob_9860,DIR-MWP-Test,L3,122,5,True,3.68,293.5,391.5,0.474,0.1,0.919,9,2025-04-13T18:39:54.453014
wo_ird_2359,w/o IRD,prob_3917,ASDiv,L2,117,3,True,3.42,306.7,397.9,0.779,0.185,0.75,8,2025-04-17T15:21:11.324648
ird_only_1242,IRD only,prob_4935,GSM8K,L1,46,1,True,1.283,205.7,270.8,0.564,0.295,0.871,1,2025-04-04T16:14:44.053554
mlr_only_2825,MLR only,prob_0452,ASDiv,L1,69,3,False,1.96,260.6,324.8,0.728,0.216,0.937,1,2025-04-14T11:20:02.842032
wo_ird_0482,w/o IRD,prob_2181,MAWPS,L3,141,5,True,5.461,333.9,405.8,0.605,0.1,0.832,10,2025-04-24T22:01:09.402586
cv_only_0017,CV only,prob_5452,ASDiv,L1,57,1,False,0.775,215.8,251.2,0.635,0.678,0.911,2,2025-04-13T21:06:12.359572
wo_mlr_4021,w/o MLR,prob_1760,GSM8K,L3,115,6,True,5.787,318.8,367.0,0.595,0.121,0.896,11,2025-04-06T08:46:53.301552
mlr_only_0836,MLR only,prob_0887,ASDiv,L0,35,1,False,0.973,228.1,298.6,0.786,0.766,0.815,1,2025-04-30T07:58:35.868657
mlr_only_0341,MLR only,prob_7629,MAWPS,L3,102,8,True,4.654,302.4,359.2,0.667,0.1,0.937,11,2025-04-06T11:46:07.018909
ird_only_0228,IRD only,prob_1541,DIR-MWP-Test,L1,73,3,True,1.312,220.2,289.7,0.67,0.507,0.711,6,2025-04-17T00:26:29.263042
wo_mlr_2549,w/o MLR,prob_5941,GSM8K,L2,100,3,True,3.351,325.2,386.5,0.69,0.167,0.863,8,2025-04-05T06:27:09.627474
wo_cv_0899,w/o CV,prob_1478,MathQA,L3,104,5,True,4.74,357.3,409.0,0.696,0.1,0.917,10,2025-04-26T11:49:52.761536
wo_ird_3495,w/o IRD,prob_1195,DIR-MWP-Test,L2,110,5,True,4.185,314.4,383.2,0.817,0.133,0.942,12,2025-04-26T04:49:21.611658
cv_only_1034,CV only,prob_9110,ASDiv,L1,66,3,True,1.464,234.3,306.5,0.588,0.27,0.823,4,2025-04-22T13:33:34.328059
mlr_only_5000,MLR only,prob_5753,ASDiv,L1,53,2,False,1.321,225.0,308.5,0.714,0.466,0.734,2,2025-04-14T23:08:40.768068
cot-dir_full_0562,COT-DIR (Full),prob_5244,MATH,L0,24,2,False,1.508,220.9,306.7,0.944,0.663,0.878,4,2025-04-12T16:45:23.731517
wo_mlr_0158,w/o MLR,prob_6269,MAWPS,L1,73,3,True,2.486,253.5,287.9,0.812,0.247,0.701,7,2025-04-16T19:58:34.555727
mlr_only_0931,MLR only,prob_0598,DIR-MWP-Test,L2,83,5,True,2.808,305.6,361.3,0.7,0.191,0.922,7,2025-04-08T00:36:42.882660
mlr_only_4595,MLR only,prob_8663,MATH,L0,40,2,False,1.072,200,233.2,0.726,0.508,0.894,1,2025-04-10T22:35:48.101996
wo_ird_1148,w/o IRD,prob_7007,Math23K,L3,127,8,True,6.17,330.8,462.3,0.588,0.141,0.708,17,2025-04-13T19:48:59.091168
wo_cv_3729,w/o CV,prob_9830,DIR-MWP-Test,L0,25,2,False,1.304,246.7,314.9,0.779,0.595,0.808,1,2025-04-17T10:54:23.641789
ird_only_3814,IRD only,prob_1598,MathQA,L0,33,2,False,0.689,200,220.3,0.746,0.915,0.911,2,2025-04-10T03:35:47.156546
mlr_only_2500,MLR only,prob_5507,MATH,L1,51,1,False,1.311,245.2,275.2,0.765,0.488,0.824,2,2025-04-19T13:59:51.146513
mlr_only_2923,MLR only,prob_9945,ASDiv,L1,60,3,False,1.688,264.1,319.7,0.706,0.427,0.772,4,2025-04-28T06:08:50.217679
ird_only_0208,IRD only,prob_5573,MathQA,L3,109,6,True,3.634,290.2,383.4,0.632,0.1,0.727,9,2025-04-30T18:50:17.073141
wo_ird_1488,w/o IRD,prob_0398,MAWPS,L0,21,1,False,1.077,231.3,301.2,0.818,0.784,0.829,1,2025-04-27T22:22:40.825646
wo_mlr_1922,w/o MLR,prob_4467,SVAMP,L1,53,2,False,2.052,266.3,304.1,0.698,0.395,0.71,4,2025-04-12T08:10:52.326281
cot-dir_full_1171,COT-DIR (Full),prob_5492,SVAMP,L0,23,2,False,1.582,225.9,263.1,0.793,0.622,0.737,3,2025-04-14T12:55:48.697347
wo_ird_2363,w/o IRD,prob_5006,MATH,L3,146,7,True,6.094,335.7,388.3,0.562,0.136,0.869,13,2025-04-28T03:17:08.285481
ird_only_3281,IRD only,prob_7038,GSM8K,L3,140,7,True,4.129,304.3,393.1,0.6,0.1,0.862,12,2025-04-23T07:53:19.070598
mlr_only_2085,MLR only,prob_0178,SVAMP,L3,140,7,True,5.088,337.4,403.8,0.661,0.1,0.812,12,2025-04-02T01:34:35.076073
mlr_only_4992,MLR only,prob_6036,SVAMP,L2,99,4,True,2.885,269.4,354.5,0.81,0.118,0.75,6,2025-04-13T03:41:33.801954
wo_ird_0803,w/o IRD,prob_8349,MathQA,L2,105,4,True,3.674,282.0,335.4,0.815,0.246,0.736,7,2025-04-26T17:26:56.453450
wo_ird_0008,w/o IRD,prob_8900,ASDiv,L2,115,4,True,3.778,275.3,333.9,0.754,0.11,0.914,7,2025-04-27T16:48:22.914416
wo_ird_2043,w/o IRD,prob_5439,MAWPS,L2,97,3,True,3.01,294.1,394.9,0.661,0.1,0.862,5,2025-04-28T15:13:24.491561
mlr_only_4445,MLR only,prob_1282,MathQA,L1,69,1,False,1.464,253.7,294.5,0.666,0.462,0.902,1,2025-04-08T12:33:57.717764
wo_mlr_1833,w/o MLR,prob_5107,ASDiv,L0,49,1,False,1.377,215.7,268.9,0.735,0.492,0.709,1,2025-04-05T09:20:12.823004
cot-dir_full_2028,COT-DIR (Full),prob_0684,MATH,L3,142,8,True,8.78,378.7,527.2,0.776,0.113,0.787,25,2025-04-18T03:46:19.393946
cot-dir_full_0539,COT-DIR (Full),prob_0298,GSM8K,L3,108,6,True,6.71,349.0,427.5,0.672,0.299,0.776,18,2025-04-17T16:55:04.684117
wo_cv_1493,w/o CV,prob_7046,MathQA,L1,73,3,True,2.178,281.8,317.2,0.687,0.247,0.782,5,2025-04-12T23:41:35.857269
cv_only_1775,CV only,prob_5478,MATH,L1,44,1,False,0.782,200,240.3,0.683,0.834,0.73,2,2025-04-08T14:45:38.006683
wo_cv_1205,w/o CV,prob_6390,Math23K,L1,60,2,True,1.868,268.5,364.6,0.738,0.344,0.901,5,2025-04-22T08:22:56.319418
cot-dir_full_3769,COT-DIR (Full),prob_8399,MATH,L1,55,2,False,2.18,300.9,344.4,0.748,0.355,0.921,5,2025-04-04T17:13:10.480936
mlr_only_1812,MLR only,prob_6314,MAWPS,L1,52,1,True,1.401,246.3,294.5,0.783,0.424,0.756,3,2025-04-15T07:00:07.667522
cot-dir_full_3641,COT-DIR (Full),prob_1394,DIR-MWP-Test,L1,56,3,True,2.643,306.4,397.7,0.88,0.373,0.819,10,2025-04-18T18:25:29.560020
wo_cv_2036,w/o CV,prob_0983,GSM8K,L0,50,1,False,0.878,223.5,300.5,0.817,0.871,0.709,3,2025-04-11T00:38:27.253736
ird_only_2787,IRD only,prob_3079,MathQA,L1,57,3,True,1.285,215.7,260.4,0.662,0.47,0.727,6,2025-04-09T00:10:40.533748
wo_ird_0741,w/o IRD,prob_0149,GSM8K,L1,47,1,True,1.841,277.2,342.8,0.756,0.27,0.749,4,2025-04-30T09:45:56.583194
cot-dir_full_4127,COT-DIR (Full),prob_6227,Math23K,L2,100,5,True,4.742,347.2,450.1,0.853,0.342,0.746,16,2025-04-05T03:46:56.059410
mlr_only_0078,MLR only,prob_4610,MathQA,L0,19,1,False,0.547,201.5,247.9,0.659,1.192,0.929,2,2025-04-09T06:29:30.551540
cot-dir_full_3596,COT-DIR (Full),prob_0324,MATH,L1,75,2,True,2.473,307.4,372.3,0.756,0.455,0.873,8,2025-04-30T18:06:25.871079
wo_cv_0626,w/o CV,prob_7204,SVAMP,L1,54,2,False,1.438,286.7,374.3,0.774,0.5,0.716,2,2025-04-21T19:57:26.175891
cv_only_4424,CV only,prob_5237,MathQA,L0,22,1,False,0.5,205.6,261.6,0.755,1.431,0.826,2,2025-04-15T12:04:02.345619
cv_only_1584,CV only,prob_6807,GSM8K,L1,47,1,False,1.27,224.9,310.0,0.575,0.396,0.904,1,2025-04-12T00:14:57.559513
mlr_only_1379,MLR only,prob_1532,GSM8K,L1,40,2,True,1.303,269.1,366.3,0.618,0.492,0.83,3,2025-04-27T09:49:15.221326
cot-dir_full_2618,COT-DIR (Full),prob_4993,MAWPS,L0,23,1,False,1.434,249.8,317.7,0.909,0.761,0.925,3,2025-04-06T03:29:44.689600
mlr_only_0319,MLR only,prob_1805,GSM8K,L3,135,8,True,5.206,326.4,422.6,0.605,0.1,0.773,11,2025-04-24T15:54:31.567437
cv_only_1102,CV only,prob_5832,ASDiv,L3,132,8,True,3.722,300.4,367.2,0.462,0.1,0.882,13,2025-04-20T15:28:29.761326
wo_cv_3212,w/o CV,prob_8580,Math23K,L2,112,4,True,3.333,318.4,437.0,0.703,0.174,0.727,8,2025-04-19T15:46:50.318554
cot-dir_full_0337,COT-DIR (Full),prob_5528,MAWPS,L2,92,4,True,4.334,338.8,463.1,0.869,0.277,0.772,12,2025-04-27T01:08:43.830074
wo_mlr_4109,w/o MLR,prob_1316,Math23K,L2,72,3,True,2.859,324.6,387.7,0.682,0.227,0.857,7,2025-04-12T00:10:25.974037
cot-dir_full_2938,COT-DIR (Full),prob_2845,DIR-MWP-Test,L3,108,5,True,6.358,384.4,474.1,0.753,0.237,0.933,15,2025-04-10T08:58:12.141060
wo_cv_3122,w/o CV,prob_7535,DIR-MWP-Test,L3,109,7,True,5.128,369.1,412.9,0.774,0.207,0.856,16,2025-04-05T12:02:35.548431
mlr_only_2388,MLR only,prob_9318,MathQA,L2,94,5,True,2.979,272.9,362.9,0.723,0.131,0.792,7,2025-04-16T05:17:51.819576
mlr_only_1075,MLR only,prob_8427,ASDiv,L3,118,5,True,3.857,299.3,390.6,0.667,0.1,0.828,9,2025-04-01T23:05:20.382706
mlr_only_0734,MLR only,prob_4201,DIR-MWP-Test,L1,75,2,True,1.444,235.2,272.9,0.715,0.485,0.888,3,2025-04-18T07:17:10.238163
wo_cv_4664,w/o CV,prob_3734,SVAMP,L1,78,3,True,2.007,275.3,382.4,0.696,0.287,0.948,8,2025-04-11T20:14:51.962155
cot-dir_full_3079,COT-DIR (Full),prob_4521,ASDiv,L0,23,2,False,1.61,243.7,281.8,0.803,0.528,0.715,3,2025-04-06T08:00:28.869444
ird_only_4342,IRD only,prob_8079,MATH,L0,36,1,False,1.0,204.6,276.0,0.645,0.485,0.764,1,2025-04-29T06:43:39.264813
cv_only_3322,CV only,prob_8818,MAWPS,L0,47,1,False,0.98,208.1,252.2,0.648,0.573,0.774,1,2025-04-06T00:36:37.141079
ird_only_2725,IRD only,prob_5605,MAWPS,L0,20,1,False,0.788,200,252.1,0.642,0.81,0.721,1,2025-04-21T09:22:54.726144
ird_only_3751,IRD only,prob_6418,ASDiv,L0,29,2,False,0.588,200,273.6,0.725,1.172,0.906,3,2025-04-06T17:49:13.729970
ird_only_3599,IRD only,prob_2898,MathQA,L0,32,2,False,0.871,210.6,252.6,0.752,0.819,0.742,2,2025-04-08T22:26:52.422735
wo_ird_1204,w/o IRD,prob_6044,MathQA,L1,62,3,False,2.124,268.8,334.1,0.644,0.155,0.764,4,2025-04-05T23:01:04.920826
cot-dir_full_3489,COT-DIR (Full),prob_9992,MAWPS,L3,128,6,True,7.242,362.9,476.4,0.745,0.107,0.735,19,2025-04-05T09:42:41.356281
mlr_only_0029,MLR only,prob_9571,MAWPS,L2,87,5,True,2.683,289.0,376.6,0.734,0.124,0.913,10,2025-04-19T03:46:29.757055
ird_only_4484,IRD only,prob_4742,MathQA,L0,50,1,False,0.639,211.3,295.3,0.676,0.912,0.825,1,2025-04-21T22:09:53.236353
cot-dir_full_1365,COT-DIR (Full),prob_9905,MATH,L0,43,2,False,1.371,233.3,310.5,0.832,0.75,0.842,4,2025-04-01T06:08:45.674602
ird_only_1918,IRD only,prob_2688,MATH,L2,97,3,True,2.014,242.7,290.7,0.624,0.283,0.922,6,2025-04-28T17:42:09.313221
mlr_only_3347,MLR only,prob_6440,MAWPS,L3,113,5,True,4.052,301.4,350.1,0.609,0.156,0.715,9,2025-04-17T13:40:37.052007
wo_mlr_2920,w/o MLR,prob_4830,MAWPS,L3,143,5,True,5.963,323.9,426.5,0.604,0.1,0.892,10,2025-04-22T01:09:22.821961
