experiment_id,method,problem_id,dataset,complexity,word_count,equation_steps,requires_reasoning,runtime_seconds,memory_mb,peak_memory_mb,accuracy,efficiency_score,gpu_utilization,inference_steps,timestamp
ird__mlr_1197,IRD + MLR,prob_6955,MathQA,L0,31,1,False,0.766,262.1,352.0,0.844,1.198,0.727,3,2025-07-04T15:50:33.507576
ird__cv_2711,IRD + CV,prob_5812,ASDiv,L3,112,6,True,5.015,470.4,702.7,0.71,0.252,0.906,22,2025-06-26T15:33:49.272461
ird__cv_2085,IRD + CV,prob_7035,MATH,L3,157,6,True,6.108,415.8,589.7,0.667,0.28,0.921,21,2025-06-27T03:18:15.843121
ird__cv_3906,IRD + CV,prob_3024,MAWPS,L2,102,5,True,3.699,371.9,485.4,0.721,0.333,0.806,17,2025-07-08T15:59:50.988383
mlr__cv_1320,MLR + CV,prob_2170,Math23K,L1,90,3,True,2.157,299.1,392.9,0.862,0.43,0.911,5,2025-07-03T23:49:41.997996
ird__mlr__cv_6010,IRD + MLR + CV,prob_3045,SVAMP,L3,157,5,True,6.879,516.9,678.7,0.668,0.209,0.814,26,2025-07-05T21:43:21.918533
mlr__cv_5393,MLR + CV,prob_0197,MathQA,L0,33,2,False,0.807,273.7,407.0,0.817,1.177,0.858,3,2025-07-06T21:02:52.832263
mlr__cv_1304,MLR + CV,prob_6306,MATH,L0,30,2,False,0.965,245.5,351.8,0.766,0.864,0.777,1,2025-06-10T14:31:45.683446
ird__mlr__cv_4476,IRD + MLR + CV,prob_10588,GSM8K,L1,83,4,True,2.713,364.2,504.6,0.818,0.34,0.852,11,2025-06-27T04:25:18.807405
ird__cv_6758,IRD + CV,prob_1497,SVAMP,L3,140,8,True,5.822,444.4,522.0,0.581,0.193,0.895,32,2025-06-17T09:15:53.015918
ird__mlr__cv_3010,IRD + MLR + CV,prob_2933,SVAMP,L3,138,8,True,8.114,545.0,638.0,0.603,0.1,0.729,42,2025-07-07T13:06:44.683023
ird__cv_1664,IRD + CV,prob_2298,MAWPS,L3,136,6,True,5.238,442.6,543.3,0.649,0.185,0.897,25,2025-07-07T17:07:23.950601
ird__cv_1936,IRD + CV,prob_1654,Math23K,L1,79,4,True,2.115,290.1,409.8,0.841,0.567,0.767,9,2025-06-15T06:03:31.513887
ird__cv_4153,IRD + CV,prob_11317,MAWPS,L2,117,5,True,3.806,383.0,535.7,0.84,0.363,0.709,17,2025-06-17T05:46:09.998500
ird__cv_6385,IRD + CV,prob_9236,GSM8K,L3,138,7,True,5.523,461.2,645.7,0.67,0.265,0.73,28,2025-06-11T19:06:12.917601
mlr__cv_4817,MLR + CV,prob_10897,DIR-MWP-Test,L0,30,2,False,0.956,250.5,311.5,0.905,1.007,0.793,1,2025-07-04T00:58:56.379391
mlr__cv_6813,MLR + CV,prob_11886,DIR-MWP-Test,L1,62,4,False,1.64,285.1,406.1,0.791,0.522,0.897,4,2025-06-18T08:42:20.373907
ird__mlr_0268,IRD + MLR,prob_8032,MATH,L1,54,2,True,1.653,303.2,404.3,0.88,0.628,0.872,4,2025-06-16T23:53:44.105915
ird__mlr__cv_1088,IRD + MLR + CV,prob_11561,Math23K,L3,151,8,True,9.026,500.1,689.9,0.624,0.133,0.778,41,2025-07-01T19:48:15.459471
ird__mlr_5911,IRD + MLR,prob_5046,MATH,L0,24,2,False,1.492,281.0,329.4,0.889,0.646,0.727,1,2025-06-17T10:24:19.815568
ird__mlr__cv_4886,IRD + MLR + CV,prob_7258,MAWPS,L1,50,3,False,2.091,365.2,525.6,0.796,0.394,0.879,2,2025-06-11T02:24:25.672171
ird__mlr_2117,IRD + MLR,prob_6103,Math23K,L1,75,2,True,2.031,289.5,388.0,0.814,0.578,0.747,3,2025-06-25T01:12:23.449459
ird__mlr_5255,IRD + MLR,prob_2771,GSM8K,L0,43,2,False,1.624,273.0,315.0,0.927,0.692,0.859,2,2025-07-02T11:11:01.037490
mlr__cv_5493,MLR + CV,prob_4487,MATH,L3,167,5,True,4.963,409.0,491.6,0.535,0.256,0.857,24,2025-06-28T17:55:28.658593
mlr__cv_4804,MLR + CV,prob_7331,DIR-MWP-Test,L2,93,5,True,3.133,341.7,402.7,0.846,0.334,0.835,19,2025-06-12T07:26:30.137431
mlr__cv_2842,MLR + CV,prob_1845,MathQA,L2,117,4,True,3.104,374.5,440.1,0.769,0.383,0.831,11,2025-06-08T05:08:24.888660
ird__mlr_4292,IRD + MLR,prob_7805,MATH,L2,103,3,True,2.757,399.1,459.6,0.751,0.305,0.89,12,2025-06-24T02:02:02.595610
ird__mlr_4627,IRD + MLR,prob_1641,DIR-MWP-Test,L1,67,4,False,1.946,313.9,428.5,0.818,0.512,0.803,5,2025-06-21T00:44:25.590086
ird__cv_1173,IRD + CV,prob_10592,DIR-MWP-Test,L0,54,2,False,1.236,263.2,391.5,0.94,0.839,0.821,3,2025-06-05T16:45:34.232750
ird__mlr__cv_5472,IRD + MLR + CV,prob_4297,DIR-MWP-Test,L2,88,6,True,4.937,391.9,473.5,0.81,0.186,0.852,26,2025-06-27T04:12:09.153389
mlr__cv_6225,MLR + CV,prob_8948,DIR-MWP-Test,L2,87,4,True,3.162,344.2,431.4,0.708,0.268,0.772,15,2025-07-03T22:17:14.475639
mlr__cv_4115,MLR + CV,prob_7112,DIR-MWP-Test,L0,31,2,False,1.041,256.9,347.9,0.814,0.883,0.76,1,2025-06-05T11:03:26.906854
ird__cv_2340,IRD + CV,prob_4284,Math23K,L0,34,2,False,1.433,269.4,392.5,0.922,0.786,0.817,1,2025-06-08T21:40:46.237490
ird__cv_6929,IRD + CV,prob_5339,ASDiv,L1,66,2,True,1.525,306.1,446.8,0.82,0.664,0.908,4,2025-06-19T03:50:42.955518
ird__cv_5535,IRD + CV,prob_7798,MATH,L3,111,7,True,5.389,424.1,631.8,0.603,0.153,0.799,25,2025-06-21T13:02:09.386754
ird__mlr__cv_5354,IRD + MLR + CV,prob_2305,DIR-MWP-Test,L1,84,3,True,2.294,313.1,419.3,0.858,0.473,0.837,7,2025-06-22T09:34:16.860585
mlr__cv_0272,MLR + CV,prob_2286,GSM8K,L1,83,4,True,1.716,260.6,360.0,0.722,0.572,0.858,12,2025-06-19T12:01:52.943186
ird__cv_0194,IRD + CV,prob_1947,MAWPS,L1,63,2,True,1.444,262.4,307.3,0.735,0.682,0.904,5,2025-06-29T01:37:20.900084
mlr__cv_1612,MLR + CV,prob_7012,MATH,L1,51,2,True,1.437,283.4,368.6,0.866,0.755,0.877,6,2025-07-04T22:16:45.987776
ird__cv_5534,IRD + CV,prob_2125,MATH,L1,77,2,True,1.431,272.1,398.3,0.829,0.659,0.866,3,2025-06-17T10:04:17.186990
ird__mlr__cv_4600,IRD + MLR + CV,prob_9856,MathQA,L1,79,2,False,2.724,323.4,374.3,0.874,0.362,0.805,3,2025-07-05T20:00:08.685247
ird__mlr__cv_5895,IRD + MLR + CV,prob_7421,GSM8K,L1,50,3,False,2.287,347.5,463.5,0.804,0.388,0.777,3,2025-06-11T22:57:18.382434
mlr__cv_5752,MLR + CV,prob_2298,DIR-MWP-Test,L2,97,4,True,2.855,338.9,409.3,0.762,0.375,0.933,16,2025-06-11T20:15:44.257484
mlr__cv_3555,MLR + CV,prob_6077,DIR-MWP-Test,L0,22,1,True,1.089,258.8,377.6,0.906,0.967,0.703,2,2025-06-21T05:02:52.411960
ird__cv_6980,IRD + CV,prob_5507,MAWPS,L0,60,1,False,1.372,282.7,364.3,0.878,0.696,0.866,1,2025-06-29T20:28:56.219543
mlr__cv_2192,MLR + CV,prob_9133,MAWPS,L0,23,1,False,1.376,261.5,332.6,0.801,0.754,0.852,1,2025-06-10T06:12:33.488515
ird__mlr__cv_6141,IRD + MLR + CV,prob_1641,MAWPS,L3,163,6,True,7.988,512.0,700.2,0.685,0.211,0.807,32,2025-06-20T07:44:04.844911
ird__mlr__cv_4505,IRD + MLR + CV,prob_9271,MATH,L2,103,6,True,4.996,395.0,583.6,0.775,0.302,0.847,26,2025-06-19T03:00:37.858788
ird__mlr_1187,IRD + MLR,prob_1498,MathQA,L1,56,2,False,1.664,300.0,437.2,0.842,0.553,0.712,1,2025-06-13T10:31:15.278299
ird__mlr__cv_4959,IRD + MLR + CV,prob_2256,GSM8K,L3,137,6,True,7.577,527.6,727.0,0.595,0.1,0.883,35,2025-07-09T15:15:38.586991
ird__mlr_0663,IRD + MLR,prob_9382,ASDiv,L2,120,6,True,3.694,348.2,460.1,0.768,0.341,0.827,18,2025-06-25T12:57:15.884678
ird__mlr_1853,IRD + MLR,prob_10065,DIR-MWP-Test,L0,38,2,False,1.102,251.1,289.9,0.86,0.925,0.854,1,2025-06-11T20:28:54.607563
mlr__cv_0800,MLR + CV,prob_4059,Math23K,L1,60,3,False,1.681,307.7,369.5,0.781,0.631,0.843,4,2025-06-26T14:22:13.106728
ird__mlr_5066,IRD + MLR,prob_11913,MathQA,L2,87,5,True,3.508,378.6,443.6,0.815,0.35,0.71,19,2025-07-03T22:32:59.058630
ird__mlr_6162,IRD + MLR,prob_10731,GSM8K,L2,113,4,True,3.372,381.8,484.0,0.774,0.321,0.785,15,2025-06-29T12:12:56.980366
ird__mlr_2672,IRD + MLR,prob_7743,Math23K,L1,54,3,False,1.52,325.1,468.3,0.878,0.639,0.762,2,2025-06-20T06:47:52.075198
ird__cv_1489,IRD + CV,prob_6548,Math23K,L2,114,6,True,4.101,358.7,442.5,0.793,0.266,0.843,19,2025-06-15T02:36:01.009098
mlr__cv_3895,MLR + CV,prob_4540,ASDiv,L0,55,1,False,1.197,239.8,306.7,0.813,0.779,0.817,1,2025-06-20T21:20:20.292444
ird__cv_4052,IRD + CV,prob_0534,SVAMP,L1,55,4,False,1.657,263.2,387.5,0.724,0.473,0.842,4,2025-06-06T05:47:01.331017
ird__mlr_4013,IRD + MLR,prob_4570,MathQA,L0,50,1,False,1.506,270.6,371.9,0.802,0.715,0.863,2,2025-07-04T13:57:21.768735
mlr__cv_0297,MLR + CV,prob_3178,DIR-MWP-Test,L1,73,4,False,1.596,277.4,399.1,0.793,0.642,0.737,7,2025-06-19T05:06:21.675079
ird__cv_1215,IRD + CV,prob_6644,SVAMP,L1,89,3,False,2.257,271.1,399.7,0.826,0.395,0.802,5,2025-06-06T05:14:30.856501
ird__mlr__cv_4405,IRD + MLR + CV,prob_11306,GSM8K,L0,33,1,False,1.695,274.0,332.1,0.865,0.546,0.867,2,2025-06-15T18:47:32.759680
mlr__cv_1669,MLR + CV,prob_4249,MathQA,L0,24,2,False,1.147,267.2,309.7,0.828,0.81,0.915,4,2025-06-24T09:19:16.454427
mlr__cv_4036,MLR + CV,prob_9418,DIR-MWP-Test,L2,115,5,True,3.042,365.5,511.7,0.837,0.36,0.742,19,2025-06-22T14:00:12.959493
ird__mlr_0577,IRD + MLR,prob_5614,GSM8K,L3,154,5,True,5.751,492.3,717.5,0.691,0.18,0.826,23,2025-07-05T22:30:09.194960
ird__cv_6519,IRD + CV,prob_2209,DIR-MWP-Test,L3,156,8,True,6.572,451.1,599.3,0.586,0.234,0.794,34,2025-06-14T20:02:06.504486
mlr__cv_3570,MLR + CV,prob_8381,SVAMP,L1,73,4,True,1.822,282.3,355.5,0.812,0.538,0.782,12,2025-06-21T15:26:02.988654
ird__mlr_4114,IRD + MLR,prob_1476,DIR-MWP-Test,L1,69,3,False,2.117,331.8,462.0,0.852,0.521,0.726,5,2025-06-28T06:42:25.528820
ird__mlr_0242,IRD + MLR,prob_10824,DIR-MWP-Test,L0,47,1,False,0.839,256.2,382.0,0.859,1.115,0.839,3,2025-06-23T21:42:19.305179
ird__mlr_6888,IRD + MLR,prob_3588,SVAMP,L1,73,4,True,1.889,290.9,365.7,0.79,0.516,0.911,13,2025-06-17T11:24:05.559430
ird__cv_0229,IRD + CV,prob_9730,SVAMP,L0,49,1,False,0.893,245.2,303.6,0.835,0.983,0.87,1,2025-06-28T03:02:53.016278
ird__mlr__cv_2383,IRD + MLR + CV,prob_7833,MathQA,L2,86,5,True,4.361,419.9,531.4,0.782,0.223,0.788,23,2025-07-03T10:18:08.443850
ird__mlr__cv_3089,IRD + MLR + CV,prob_9199,GSM8K,L2,107,4,True,4.122,403.1,470.7,0.782,0.226,0.857,13,2025-06-10T16:37:57.452356
ird__cv_4763,IRD + CV,prob_1738,MAWPS,L3,167,7,True,6.062,460.6,569.8,0.601,0.163,0.875,29,2025-06-20T21:09:41.471979
ird__cv_6180,IRD + CV,prob_10861,GSM8K,L2,84,4,True,3.19,386.4,496.8,0.792,0.391,0.754,14,2025-06-26T15:16:52.707828
ird__cv_1913,IRD + CV,prob_3953,ASDiv,L0,60,2,False,1.244,243.9,341.4,0.84,0.843,0.841,1,2025-06-23T03:04:51.314649
ird__mlr__cv_5343,IRD + MLR + CV,prob_5320,ASDiv,L2,112,4,True,4.496,416.0,557.6,0.813,0.19,0.787,15,2025-07-09T15:25:15.920208
ird__mlr__cv_5966,IRD + MLR + CV,prob_0472,GSM8K,L2,122,6,True,5.536,429.3,581.5,0.869,0.203,0.716,25,2025-06-20T12:17:32.767651
ird__mlr_2292,IRD + MLR,prob_5417,MathQA,L2,107,4,True,3.453,394.8,571.7,0.74,0.313,0.861,12,2025-06-06T22:59:06.440522
ird__mlr_2902,IRD + MLR,prob_8258,ASDiv,L0,33,2,False,1.137,251.4,337.0,0.937,0.87,0.886,4,2025-06-16T07:14:45.952692
ird__cv_2540,IRD + CV,prob_8397,DIR-MWP-Test,L3,152,9,True,7.051,450.1,572.5,0.676,0.16,0.912,37,2025-06-09T13:55:29.314099
ird__mlr__cv_1876,IRD + MLR + CV,prob_10192,MAWPS,L0,29,1,False,1.051,329.8,423.5,0.852,0.875,0.711,1,2025-06-10T20:21:59.655960
ird__mlr__cv_1320,IRD + MLR + CV,prob_8941,SVAMP,L2,88,5,True,4.34,399.9,510.3,0.799,0.27,0.742,23,2025-06-16T08:34:24.274839
mlr__cv_2849,MLR + CV,prob_5703,MathQA,L0,46,2,True,1.079,231.0,325.5,0.894,0.909,0.77,4,2025-06-14T09:08:42.128594
ird__mlr__cv_5779,IRD + MLR + CV,prob_4015,GSM8K,L2,86,3,True,3.472,430.3,565.7,0.846,0.262,0.731,13,2025-07-01T22:15:07.479041
ird__mlr_4490,IRD + MLR,prob_9836,GSM8K,L1,82,2,True,1.588,322.1,436.1,0.884,0.722,0.838,6,2025-06-26T07:46:56.470433
mlr__cv_4141,MLR + CV,prob_5693,MATH,L2,120,3,True,2.864,347.2,466.8,0.766,0.393,0.929,7,2025-06-28T18:52:51.719630
ird__cv_2111,IRD + CV,prob_3395,SVAMP,L1,68,4,False,2.101,315.4,400.3,0.731,0.5,0.84,2,2025-06-11T01:03:38.935618
mlr__cv_6369,MLR + CV,prob_8935,SVAMP,L0,31,1,False,0.921,226.6,278.4,0.901,1.098,0.88,1,2025-06-07T07:59:43.895682
ird__cv_1188,IRD + CV,prob_4139,ASDiv,L2,120,3,True,2.745,377.1,513.2,0.828,0.404,0.944,7,2025-07-07T18:44:36.748053
ird__cv_0116,IRD + CV,prob_5473,DIR-MWP-Test,L0,24,1,False,1.277,276.6,365.1,0.847,0.803,0.742,1,2025-06-12T20:00:05.308895
ird__mlr__cv_1535,IRD + MLR + CV,prob_0268,SVAMP,L2,121,4,True,4.2,448.2,526.4,0.746,0.266,0.756,18,2025-06-06T04:16:27.919991
ird__mlr_1555,IRD + MLR,prob_4228,DIR-MWP-Test,L0,44,1,False,1.023,295.7,438.5,0.906,1.063,0.917,2,2025-06-19T21:12:58.387442
mlr__cv_2327,MLR + CV,prob_5679,DIR-MWP-Test,L3,138,6,True,5.1,426.5,599.5,0.638,0.281,0.762,25,2025-06-05T07:46:32.634980
ird__cv_3324,IRD + CV,prob_1303,ASDiv,L3,154,6,True,6.058,428.0,528.3,0.564,0.185,0.92,25,2025-07-07T00:01:32.652544
ird__mlr__cv_2188,IRD + MLR + CV,prob_1842,GSM8K,L0,57,2,False,1.661,321.9,455.5,0.826,0.593,0.853,1,2025-06-14T11:27:54.478522
ird__cv_0337,IRD + CV,prob_11313,GSM8K,L1,74,2,False,1.644,262.1,315.7,0.798,0.638,0.767,3,2025-06-26T21:21:27.074700
ird__cv_3802,IRD + CV,prob_9539,MathQA,L3,168,8,True,6.99,427.3,528.2,0.59,0.216,0.874,31,2025-06-14T00:50:21.341660
ird__cv_5431,IRD + CV,prob_1345,DIR-MWP-Test,L0,58,1,False,1.41,268.0,367.7,0.902,0.682,0.763,2,2025-06-26T00:19:41.723976
ird__mlr_1557,IRD + MLR,prob_9394,MathQA,L3,115,5,True,4.658,437.9,596.2,0.643,0.268,0.874,23,2025-06-22T13:02:55.470942
ird__mlr__cv_0722,IRD + MLR + CV,prob_5276,Math23K,L0,39,1,True,1.353,321.3,434.4,0.819,0.685,0.872,2,2025-06-19T19:17:40.137567
mlr__cv_1249,MLR + CV,prob_1098,MAWPS,L1,89,2,True,1.339,294.3,391.8,0.768,0.632,0.842,4,2025-06-19T05:24:50.514049
mlr__cv_0563,MLR + CV,prob_3170,MATH,L1,62,2,False,1.506,270.1,357.2,0.826,0.603,0.746,3,2025-06-19T05:54:18.652441
mlr__cv_6216,MLR + CV,prob_0434,SVAMP,L0,24,2,False,0.851,242.7,353.1,0.88,1.095,0.881,3,2025-06-21T11:50:52.461499
ird__cv_3095,IRD + CV,prob_6027,MATH,L2,128,3,True,3.089,361.4,537.8,0.711,0.384,0.85,9,2025-07-06T14:54:42.797609
mlr__cv_2686,MLR + CV,prob_4376,ASDiv,L3,142,9,True,6.478,429.3,640.1,0.692,0.244,0.866,39,2025-06-15T16:31:17.781828
ird__mlr_0213,IRD + MLR,prob_1413,MathQA,L1,84,3,True,2.253,311.0,427.6,0.823,0.441,0.809,7,2025-06-07T00:38:27.574726
mlr__cv_3022,MLR + CV,prob_11825,MATH,L2,123,3,True,2.748,328.4,489.4,0.831,0.376,0.704,11,2025-06-18T22:09:42.070621
ird__cv_2911,IRD + CV,prob_0644,MAWPS,L2,102,6,True,3.251,352.0,464.3,0.795,0.428,0.708,19,2025-06-19T01:25:08.321655
mlr__cv_5142,MLR + CV,prob_6157,Math23K,L3,121,5,True,5.006,410.1,610.5,0.675,0.159,0.907,21,2025-06-20T10:06:35.675704
mlr__cv_1783,MLR + CV,prob_8340,ASDiv,L0,33,1,False,1.12,223.1,277.3,0.817,0.869,0.805,1,2025-06-06T15:26:06.879324
ird__mlr_1852,IRD + MLR,prob_7680,MATH,L0,48,1,False,1.424,280.0,417.8,0.835,0.635,0.759,1,2025-06-27T18:44:50.045333
mlr__cv_2501,MLR + CV,prob_6022,MathQA,L1,57,3,True,1.826,305.0,403.3,0.767,0.527,0.94,7,2025-06-27T00:49:28.629260
ird__mlr_2449,IRD + MLR,prob_3910,SVAMP,L3,151,8,True,6.518,467.4,580.9,0.621,0.193,0.72,37,2025-07-04T11:14:44.907741
ird__cv_2182,IRD + CV,prob_3043,GSM8K,L0,57,1,False,0.906,232.5,307.0,0.79,1.03,0.779,2,2025-06-24T17:55:00.771862
ird__mlr_1956,IRD + MLR,prob_8715,GSM8K,L0,49,2,False,1.065,276.6,354.4,0.898,0.917,0.757,3,2025-06-18T21:17:49.160912
ird__mlr__cv_6283,IRD + MLR + CV,prob_3950,MathQA,L2,102,4,True,3.975,439.4,536.8,0.844,0.306,0.879,17,2025-06-11T18:02:50.871431
mlr__cv_5779,MLR + CV,prob_11726,SVAMP,L3,131,6,True,4.853,440.5,584.1,0.562,0.278,0.737,28,2025-06-17T00:17:17.180217
mlr__cv_4578,MLR + CV,prob_9625,GSM8K,L1,86,2,True,1.56,303.2,365.7,0.817,0.57,0.871,6,2025-06-15T00:54:54.601785
ird__mlr_5411,IRD + MLR,prob_11031,DIR-MWP-Test,L0,21,2,False,1.131,254.1,297.0,0.807,0.862,0.894,1,2025-07-08T03:22:54.404126
ird__mlr__cv_6931,IRD + MLR + CV,prob_5335,GSM8K,L2,120,3,True,4.496,418.4,531.2,0.854,0.312,0.784,10,2025-06-10T06:53:33.552070
ird__mlr__cv_5054,IRD + MLR + CV,prob_4406,DIR-MWP-Test,L0,38,1,False,1.854,283.5,388.3,0.884,0.521,0.777,1,2025-06-08T03:41:51.691176
mlr__cv_3629,MLR + CV,prob_2618,DIR-MWP-Test,L2,94,6,True,3.536,367.0,425.4,0.713,0.31,0.729,19,2025-06-30T03:35:30.604046
ird__mlr__cv_0714,IRD + MLR + CV,prob_7610,Math23K,L2,86,3,True,3.901,424.5,611.1,0.839,0.314,0.833,10,2025-06-23T08:50:44.420929
ird__mlr__cv_2986,IRD + MLR + CV,prob_8733,DIR-MWP-Test,L2,80,6,True,4.673,414.3,552.2,0.863,0.337,0.723,25,2025-06-16T18:08:45.692826
ird__cv_2502,IRD + CV,prob_11096,MathQA,L2,116,3,True,3.295,358.8,490.2,0.856,0.388,0.944,9,2025-07-08T15:02:07.770412
ird__mlr__cv_6860,IRD + MLR + CV,prob_0208,DIR-MWP-Test,L2,122,4,True,4.185,403.2,498.9,0.839,0.356,0.76,15,2025-06-05T12:38:18.548713
mlr__cv_4370,MLR + CV,prob_7371,Math23K,L3,156,7,True,6.144,411.2,505.4,0.635,0.216,0.932,30,2025-06-30T23:54:04.746716
mlr__cv_6636,MLR + CV,prob_3430,MathQA,L3,119,6,True,4.879,451.7,677.5,0.636,0.269,0.889,26,2025-07-06T15:08:18.195659
mlr__cv_2665,MLR + CV,prob_7122,GSM8K,L3,163,5,True,5.173,442.8,532.4,0.586,0.23,0.706,24,2025-07-07T07:13:08.326929
ird__cv_3830,IRD + CV,prob_5684,DIR-MWP-Test,L2,92,3,True,2.547,354.0,433.6,0.842,0.48,0.789,7,2025-06-06T09:59:05.543348
ird__mlr_0834,IRD + MLR,prob_11553,GSM8K,L2,90,5,True,3.507,374.1,531.9,0.754,0.354,0.779,16,2025-06-20T04:02:13.935902
mlr__cv_4980,MLR + CV,prob_6944,MathQA,L2,125,4,True,3.128,372.0,457.2,0.693,0.375,0.715,11,2025-06-06T01:28:15.202143
ird__cv_4190,IRD + CV,prob_4373,ASDiv,L3,113,5,True,4.686,448.8,606.6,0.702,0.308,0.795,20,2025-06-07T23:47:11.583640
ird__mlr_2890,IRD + MLR,prob_11062,GSM8K,L3,127,8,True,5.995,474.4,697.6,0.572,0.245,0.762,36,2025-06-09T11:06:19.388148
mlr__cv_4911,MLR + CV,prob_0706,MATH,L2,92,5,True,2.977,358.9,514.2,0.691,0.257,0.918,19,2025-07-03T18:23:03.401874
ird__cv_3140,IRD + CV,prob_4606,MathQA,L1,83,3,True,2.091,303.0,417.2,0.866,0.555,0.847,10,2025-06-29T09:06:56.641354
ird__mlr_1519,IRD + MLR,prob_8699,GSM8K,L0,22,2,False,1.032,279.2,341.3,0.929,0.938,0.786,4,2025-07-02T19:51:46.094735
ird__mlr_0115,IRD + MLR,prob_10294,Math23K,L3,165,8,True,6.873,454.8,641.9,0.567,0.166,0.717,36,2025-06-30T15:40:13.648867
ird__mlr_3017,IRD + MLR,prob_5480,MATH,L0,55,1,False,0.901,263.3,358.3,0.8,1.008,0.779,3,2025-06-13T18:02:27.215692
ird__mlr__cv_1200,IRD + MLR + CV,prob_6073,Math23K,L1,58,4,False,2.852,342.6,492.5,0.846,0.316,0.873,4,2025-06-07T00:18:26.535069
ird__cv_1270,IRD + CV,prob_9592,GSM8K,L1,54,2,True,1.508,304.1,439.6,0.739,0.545,0.746,6,2025-06-22T14:13:55.935324
mlr__cv_6763,MLR + CV,prob_3029,GSM8K,L3,136,9,True,6.399,443.7,557.1,0.652,0.245,0.855,41,2025-06-05T04:24:00.413815
ird__mlr_1475,IRD + MLR,prob_7146,SVAMP,L1,76,4,False,2.207,308.7,361.4,0.834,0.468,0.874,4,2025-07-03T19:00:48.099953
ird__cv_6399,IRD + CV,prob_8682,SVAMP,L0,48,2,False,0.893,252.6,338.8,0.793,0.959,0.771,1,2025-06-23T21:06:36.744064
ird__cv_1478,IRD + CV,prob_8465,MAWPS,L0,24,2,False,1.265,270.3,403.9,0.886,0.815,0.748,1,2025-06-28T22:25:58.506424
ird__mlr__cv_5067,IRD + MLR + CV,prob_4315,DIR-MWP-Test,L3,130,8,True,7.797,528.4,740.4,0.627,0.1,0.752,42,2025-07-05T02:08:58.603021
ird__cv_4169,IRD + CV,prob_0540,ASDiv,L3,130,7,True,5.684,452.4,589.5,0.619,0.238,0.758,26,2025-06-23T01:33:51.605644
ird__mlr__cv_2853,IRD + MLR + CV,prob_5373,ASDiv,L3,163,5,True,7.425,526.9,732.6,0.608,0.234,0.889,30,2025-06-11T22:02:31.807317
mlr__cv_5304,MLR + CV,prob_2907,MATH,L1,55,2,True,1.238,258.5,370.8,0.756,0.777,0.905,5,2025-06-27T07:25:53.749514
mlr__cv_4863,MLR + CV,prob_2945,MAWPS,L2,80,4,True,2.834,360.8,501.4,0.729,0.293,0.902,14,2025-07-01T18:45:39.530033
mlr__cv_2153,MLR + CV,prob_9997,ASDiv,L3,160,9,True,6.842,434.3,513.9,0.697,0.14,0.736,37,2025-06-30T04:33:38.891595
ird__mlr_5273,IRD + MLR,prob_7356,MATH,L0,27,2,True,0.89,268.2,313.4,0.802,0.987,0.786,7,2025-06-27T05:09:51.518603
mlr__cv_6888,MLR + CV,prob_2382,MathQA,L2,100,4,True,2.922,361.2,529.6,0.692,0.387,0.83,14,2025-07-06T20:58:18.100675
ird__mlr__cv_2337,IRD + MLR + CV,prob_0940,MATH,L3,147,6,True,7.827,533.1,672.5,0.648,0.15,0.949,32,2025-06-11T20:56:34.289341
mlr__cv_4491,MLR + CV,prob_6559,GSM8K,L0,58,2,False,0.866,262.5,304.0,0.771,1.06,0.732,4,2025-06-11T11:31:52.631717
mlr__cv_0547,MLR + CV,prob_6071,ASDiv,L2,85,3,True,2.575,371.0,468.8,0.808,0.487,0.796,7,2025-07-08T15:11:27.890606
ird__cv_3522,IRD + CV,prob_10411,DIR-MWP-Test,L0,21,2,False,1.255,251.9,351.3,0.812,0.787,0.811,1,2025-06-29T20:37:37.105034
ird__mlr__cv_4761,IRD + MLR + CV,prob_0264,GSM8K,L3,154,8,True,8.639,544.5,649.3,0.704,0.172,0.838,44,2025-07-09T16:23:08.044141
ird__cv_2843,IRD + CV,prob_8639,MathQA,L1,78,4,True,1.899,283.8,417.1,0.839,0.553,0.796,11,2025-06-30T19:34:20.563229
ird__mlr__cv_0047,IRD + MLR + CV,prob_10744,ASDiv,L0,42,2,False,1.452,280.0,386.8,0.931,0.718,0.706,1,2025-06-29T20:01:14.077064
mlr__cv_3037,MLR + CV,prob_11722,SVAMP,L2,113,5,True,3.156,321.8,411.3,0.763,0.409,0.728,18,2025-06-21T12:14:20.216842
mlr__cv_5204,MLR + CV,prob_2168,SVAMP,L3,111,7,True,4.813,398.6,536.4,0.544,0.192,0.82,33,2025-06-07T02:01:49.150191
ird__cv_6746,IRD + CV,prob_2558,ASDiv,L0,37,1,False,1.254,272.0,335.4,0.922,0.897,0.818,1,2025-06-18T12:12:25.275369
mlr__cv_0335,MLR + CV,prob_5709,DIR-MWP-Test,L3,133,7,True,5.564,432.3,597.5,0.6,0.185,0.771,30,2025-06-25T23:01:22.185627
ird__mlr__cv_5649,IRD + MLR + CV,prob_10095,GSM8K,L2,101,3,True,3.565,413.8,547.5,0.84,0.287,0.795,11,2025-06-11T05:02:08.323526
ird__mlr_4567,IRD + MLR,prob_10504,MAWPS,L0,27,1,False,0.905,285.1,360.1,0.881,1.003,0.813,2,2025-06-05T14:49:09.209602
ird__mlr_2424,IRD + MLR,prob_7081,MathQA,L0,58,2,False,1.26,250.0,308.7,0.898,0.783,0.845,2,2025-06-10T18:17:14.046793
